Player,Play ID,Cluster,Route Type,Length,Curvature,Angle,Duration
Albert Wilson,2756,3,Compact Curve,32.10912621359223,9.776241868005313,13.88,42.1
Albert Wilson,3007,1,Angular Stretch,27.4676,5.1874423601617,22.01,37.92
Albert Wilson,3029,1,Angular Stretch,30.173636363636355,1.2220484283673412,28.25,31.64
Albert Wilson,3282,2,Linear Dart,17.93622950819672,3.217251226672034,13.16,22.04
Albert Wilson,3312,1,Angular Stretch,31.219438202247193,3.6190576585720042,27.11,39.86
Albert Wilson,3348,4,Burst Drop,22.920467289719625,5.215858883615416,17.77,31.17
Albert Wilson,3384,1,Angular Stretch,31.627299270072996,5.851152298223553,27.74,50.13
Albert Wilson,3725,0,Extended Zig,12.820555555555556,7.406800533010355,4.18,23.63
Albert Wilson,3897,2,Linear Dart,22.114999999999995,5.506973609282447,15.36,31.37
Albert Wilson,3919,5,Sneak Hook,39.1126,2.315288154852436,34.64,41.33
Albert Wilson,3940,4,Burst Drop,25.185000000000006,7.126862309551823,16.4,35.51
Albert Wilson,4006,1,Angular Stretch,36.207837837837836,5.497807983401393,28.65,42.61
Albert Wilson,4158,3,Compact Curve,34.29970149253732,8.709417097576049,21.57,45.41
Albert Wilson,4203,1,Angular Stretch,30.790526315789474,1.4535527209101757,28.48,33.37
Albert Wilson,4227,4,Burst Drop,21.145733333333332,7.993220322804126,11.49,31.19
Albert Wilson,4273,1,Angular Stretch,30.801609195402303,5.7550527272344585,21.17,39.3
Albert Wilson,4314,2,Linear Dart,16.475818181818184,6.0826431727450645,6.78,23.47
Albert Wilson,4721,0,Extended Zig,11.992586206896554,6.73348799307708,6.32,28.02
Brandin Cooks,68,0,Extended Zig,11.104246575342465,1.7271132918144785,8.66,13.62
Brandin Cooks,94,2,Linear Dart,15.164533333333335,2.0756886685842098,11.9,18.76
Brandin Cooks,160,0,Extended Zig,8.627333333333333,5.860264176828739,0.03,16.54
Brandin Cooks,189,0,Extended Zig,8.9964,1.1276697388863461,6.64,10.25
Brandin Cooks,210,0,Extended Zig,3.4241269841269837,2.3933967592873304,1.4,7.65
Brandin Cooks,427,5,Sneak Hook,42.92915254237288,4.671215240618704,35.91,48.16
Brandin Cooks,449,5,Sneak Hook,40.347254901960774,3.404001151143427,34.44,43.89
Brandin Cooks,473,1,Angular Stretch,35.92018867924528,0.6928815700107198,34.74,36.85
Brandin Cooks,494,1,Angular Stretch,35.22433962264151,2.141209770406178,30.69,37.86
Brandin Cooks,516,0,Extended Zig,7.302884615384614,1.1158755385147672,5.86,9.15
Brandin Cooks,1025,0,Extended Zig,4.51013698630137,2.6727516441109462,1.17,9.29
Brandin Cooks,1049,3,Compact Curve,34.45614457831326,14.483931589604742,15.98,57.78
Brandin Cooks,1077,0,Extended Zig,7.266164383561643,1.784649637643879,5.01,10.57
Brandin Cooks,1130,0,Extended Zig,8.68375,3.9678199135131407,3.89,14.0
Brandin Cooks,1156,1,Angular Stretch,33.53,6.188786123644162,18.73,38.77
Brandin Cooks,1355,5,Sneak Hook,41.34060606060606,2.887040467848273,35.48,44.26
Brandin Cooks,1376,5,Sneak Hook,38.00607142857143,4.757135872474495,29.62,43.07
Brandin Cooks,1397,5,Sneak Hook,38.92975,5.908652336827748,32.36,48.61
Brandin Cooks,1421,1,Angular Stretch,31.907432432432433,4.211858118811957,26.92,38.61
Brandin Cooks,1443,0,Extended Zig,8.889830508474576,1.5854502558092147,6.77,10.76
Brandin Cooks,1464,2,Linear Dart,23.89155844155844,5.378728200214191,14.82,30.54
Brandin Cooks,1488,5,Sneak Hook,42.75,1.1078560375788904,39.79,43.99
Brandin Cooks,1840,0,Extended Zig,10.245,0.985185112495288,9.37,11.89
Brandin Cooks,1862,5,Sneak Hook,48.4724,2.0303079175336927,44.92,50.62
Brandin Cooks,2591,2,Linear Dart,17.47888888888889,6.688912882939615,10.3,30.13
Brandin Cooks,2613,1,Angular Stretch,28.2489010989011,7.613656823168996,21.77,43.88
Brandin Cooks,2648,5,Sneak Hook,44.32156862745097,0.7157592227125799,43.08,45.24
Brandin Cooks,2690,0,Extended Zig,7.258055555555554,1.1398362929348047,5.15,8.54
Brandin Cooks,2807,1,Angular Stretch,35.180400000000006,1.8987297086912254,33.02,39.09
Brandin Cooks,2850,2,Linear Dart,24.883529411764705,3.720754626985363,19.46,31.33
Brandin Cooks,2874,1,Angular Stretch,35.779104477611945,3.349870004759277,26.75,39.06
Brandin Cooks,2900,2,Linear Dart,17.248783783783782,5.017907648558985,10.07,22.83
Brandin Cooks,3081,1,Angular Stretch,32.46415584415585,4.6924029096638415,25.57,38.67
Brandin Cooks,3409,5,Sneak Hook,44.011851851851844,2.140571696516767,41.51,48.1
Brandin Cooks,3465,5,Sneak Hook,41.8215625,3.334112615613598,37.1,45.75
Brandin Cooks,3486,5,Sneak Hook,43.489200000000004,0.7447679907192573,42.4,44.72
Brandin Cooks,3528,0,Extended Zig,9.701506849315068,6.298287366959562,2.56,19.5
Brandin Cooks,3776,2,Linear Dart,22.03529411764706,4.568106207747311,15.08,27.82
Brandin Cooks,3800,0,Extended Zig,4.587924528301887,2.6308305299511203,1.29,8.83
Brandin Cooks,3846,5,Sneak Hook,35.875757575757575,5.713561236377584,27.05,43.23
Brandin Cooks,4046,0,Extended Zig,7.698000000000001,0.600879355611424,6.93,8.97
Brandin Cooks,4067,0,Extended Zig,5.653620689655172,2.3435647017516024,2.29,8.95
Brandin Cooks,4089,0,Extended Zig,3.6911,3.2838285262784352,0.31,9.22
Brandin Cooks,4111,0,Extended Zig,6.144000000000001,5.532919723497411,-3.21,12.0
Brandin Cooks,4381,5,Sneak Hook,38.87675,6.168314351384825,29.23,45.03
Brandin Cooks,4407,2,Linear Dart,15.497307692307695,1.9021786922159325,13.21,18.72
Brandin Cooks,4544,0,Extended Zig,12.58920634920635,2.483462317894945,9.79,16.03
Brandin Cooks,4582,0,Extended Zig,7.7069230769230765,1.3624561227395666,4.64,8.93
Brandon Bolden,1776,1,Angular Stretch,27.885576923076922,2.3365740975440112,22.9,30.64
Brandon Bolden,1884,2,Linear Dart,23.416486486486484,3.273470937635939,18.34,27.15
Brandon Bolden,2712,0,Extended Zig,14.185243902439023,3.7982413214056785,10.34,20.92
Brandon Bolden,2943,2,Linear Dart,19.699861111111108,2.8926739326633197,17.02,25.16
Brandon Bolden,3029,1,Angular Stretch,29.0438961038961,2.119894113898301,25.77,32.23
Brandon Bolden,3312,1,Angular Stretch,28.664157303370782,1.418628716729577,25.7,30.54
Brandon Bolden,3348,1,Angular Stretch,25.39588785046729,1.409732494854485,21.21,26.79
Brandon Bolden,4133,3,Compact Curve,36.578225806451606,9.196600007119313,26.34,49.44
Brandon Bolden,4429,4,Burst Drop,29.70467105263158,9.084200709108787,13.39,41.45
Brandon Bolden,4604,3,Compact Curve,35.31628205128206,6.871475247302667,28.42,48.36
Charcandrick West,1317,0,Extended Zig,11.406164383561642,8.478508952355352,2.42,27.21
Charcandrick West,1757,4,Burst Drop,15.356410256410262,10.127868251456926,3.97,31.64
Charcandrick West,2082,5,Sneak Hook,37.31840579710145,6.4892894193942405,27.12,45.8
Charcandrick West,2103,1,Angular Stretch,30.160384615384608,1.4728086218807896,27.95,33.57
Charcandrick West,2125,1,Angular Stretch,31.393684210526317,0.944287314251312,29.12,32.34
Charcandrick West,2166,5,Sneak Hook,46.512499999999996,7.1265510794816835,36.22,57.58
Charcandrick West,2190,5,Sneak Hook,46.36743902439024,5.5119132199122065,35.74,52.47
Charcandrick West,2219,5,Sneak Hook,46.68090909090911,6.180954470262074,32.75,52.06
Charcandrick West,2276,3,Compact Curve,31.272833333333335,7.996954230969578,19.29,42.17
Charcandrick West,2548,5,Sneak Hook,40.43363636363637,6.445734139339081,31.53,48.33
Charcandrick West,3007,5,Sneak Hook,40.9486,6.627512960379632,32.13,50.91
Charcandrick West,3282,1,Angular Stretch,36.8539344262295,2.3818729912654355,32.14,39.93
Charcandrick West,4227,0,Extended Zig,9.909600000000001,5.941325427882233,2.69,20.82
Charcandrick West,4273,5,Sneak Hook,43.55862068965517,6.677664808367164,32.41,50.42
Charcandrick West,4486,2,Linear Dart,21.894029850746268,4.90132576024734,11.41,29.8
Charcandrick West,4721,2,Linear Dart,16.485862068965517,4.082698158918572,11.7,23.71
Chris Hogan,68,2,Linear Dart,24.972328767123287,5.625005941073987,18.75,32.95
Chris Hogan,94,4,Burst Drop,28.45293333333333,8.391585908648151,17.82,38.17
Chris Hogan,160,5,Sneak Hook,44.7465,0.7849072662847926,42.96,45.93
Chris Hogan,189,1,Angular Stretch,27.422800000000006,4.758186646192013,20.38,33.58
Chris Hogan,210,5,Sneak Hook,43.918253968253964,4.366252084893114,35.77,48.34
Chris Hogan,427,0,Extended Zig,6.703220338983052,4.373519871921791,2.31,14.99
Chris Hogan,449,0,Extended Zig,7.098627450980391,4.868844538051819,1.96,15.04
Chris Hogan,473,5,Sneak Hook,39.88132075471698,4.155298975568628,35.16,45.67
Chris Hogan,494,2,Linear Dart,25.13075471698113,2.883875699998838,22.17,31.8
Chris Hogan,516,2,Linear Dart,19.950961538461534,1.1678106729052786,17.48,20.88
Chris Hogan,1025,5,Sneak Hook,44.799452054794514,4.6147404950595385,37.36,50.63
Chris Hogan,1049,5,Sneak Hook,36.472048192771084,6.014194406495623,28.31,44.57
Chris Hogan,1077,4,Burst Drop,20.910136986301367,9.532362827606027,10.36,37.18
Chris Hogan,1130,1,Angular Stretch,34.89892857142857,1.9045853303573048,32.36,37.94
Chris Hogan,1156,0,Extended Zig,11.069824561403507,3.941828986485206,6.86,17.61
Chris Hogan,1355,4,Burst Drop,15.57969696969697,10.265992397628816,4.06,35.83
Chris Hogan,1376,1,Angular Stretch,27.770892857142858,5.078611760815335,19.78,34.18
Chris Hogan,1397,3,Compact Curve,29.4275,9.367097669502545,13.12,42.48
Chris Hogan,1421,3,Compact Curve,29.32797297297298,8.941674367016281,18.91,43.58
Chris Hogan,1443,4,Burst Drop,24.31237288135593,8.256123836892954,16.06,38.12
Chris Hogan,1464,1,Angular Stretch,34.526753246753245,7.820215136635864,20.98,44.02
Chris Hogan,1509,5,Sneak Hook,39.09535714285715,0.7895002132581682,37.78,40.43
Chris Hogan,1551,0,Extended Zig,10.233818181818185,0.26334554492730233,9.7,10.71
Chris Hogan,1840,4,Burst Drop,17.311764705882354,7.134613419837058,4.06,24.42
Chris Hogan,1862,3,Compact Curve,26.4342,7.903479762737423,16.6,39.71
Chris Hogan,2591,4,Burst Drop,19.552592592592593,8.617356556346289,5.14,29.21
Chris Hogan,2613,3,Compact Curve,26.376813186813187,12.783514785996147,9.24,44.23
Chris Hogan,2648,3,Compact Curve,29.835294117647067,7.096270866279871,19.98,39.19
Chris Hogan,2690,5,Sneak Hook,49.521388888888886,2.7218954310653305,44.11,52.01
Chris Hogan,2807,0,Extended Zig,12.827466666666666,3.7950641956215825,8.17,20.81
Chris Hogan,2829,2,Linear Dart,14.601599999999998,3.0722105136204454,10.77,19.43
Chris Hogan,2850,5,Sneak Hook,43.772549019607844,5.405963244467932,36.78,52.02
Chris Hogan,2874,1,Angular Stretch,28.43850746268657,5.608690552404445,21.06,41.73
Chris Hogan,2900,1,Angular Stretch,33.6831081081081,1.272878123797548,32.46,37.08
Chris Hogan,3081,4,Burst Drop,20.18831168831169,10.242559719969227,8.2,39.07
Chris Hogan,3409,3,Compact Curve,33.16148148148149,10.534805934463982,19.75,48.52
Chris Hogan,3465,1,Angular Stretch,27.47359375,2.930824525190981,23.21,31.19
Chris Hogan,3486,1,Angular Stretch,28.618399999999998,5.41299523738937,23.07,38.12
Chris Hogan,3528,5,Sneak Hook,44.762328767123286,4.886121951765901,37.22,51.14
Chris Hogan,3776,4,Burst Drop,19.748235294117645,11.38722278556831,5.53,35.02
Chris Hogan,3800,0,Extended Zig,9.651320754716982,4.67880166795514,3.2,15.79
Chris Hogan,3846,4,Burst Drop,25.225151515151516,7.403509659619109,16.14,35.28
Chris Hogan,4046,0,Extended Zig,12.571538461538461,3.004692858113393,8.77,18.31
Chris Hogan,4067,1,Angular Stretch,35.81206896551724,1.3845611263086712,32.84,38.13
Chris Hogan,4089,4,Burst Drop,25.624899999999993,12.853090172795023,2.87,39.09
Chris Hogan,4111,1,Angular Stretch,29.198666666666664,4.6420219971713,19.54,33.86
Chris Hogan,4381,4,Burst Drop,17.0325,10.921472943243508,3.05,31.08
Chris Hogan,4407,4,Burst Drop,22.610384615384618,8.70089347641772,11.7,33.49
Chris Hogan,4544,0,Extended Zig,8.299365079365078,6.02521470947621,1.88,18.39
Chris Hogan,4582,2,Linear Dart,18.208846153846153,2.944328742780285,15.31,24.98
De'Anthony Thomas,846,4,Burst Drop,13.717368421052633,10.17204502999943,2.27,32.64
De'Anthony Thomas,1296,4,Burst Drop,19.200892857142858,6.444180452377643,12.4,29.79
De'Anthony Thomas,1336,5,Sneak Hook,41.84386666666666,2.2116611514626032,38.31,44.87
De'Anthony Thomas,1736,1,Angular Stretch,33.40119402985074,5.411547774949545,23.68,40.66
De'Anthony Thomas,1776,5,Sneak Hook,40.175576923076925,3.9768314181893887,33.66,44.93
De'Anthony Thomas,1884,2,Linear Dart,18.004864864864864,3.4966625953990498,14.28,23.67
De'Anthony Thomas,2276,5,Sneak Hook,38.41683333333333,6.437598022986178,26.41,45.02
De'Anthony Thomas,2572,5,Sneak Hook,42.569871794871794,3.321242621017924,37.21,46.95
De'Anthony Thomas,2712,5,Sneak Hook,47.81926829268293,4.650400397261326,36.85,53.17
De'Anthony Thomas,2943,4,Burst Drop,16.09472222222222,8.981788823970149,3.31,28.46
De'Anthony Thomas,2985,4,Burst Drop,16.40054054054054,6.220374954348073,4.59,26.67
De'Anthony Thomas,3029,5,Sneak Hook,48.72987012987013,5.014132881621938,37.75,55.88
De'Anthony Thomas,3222,4,Burst Drop,20.149285714285718,5.867843622278137,13.96,29.69
De'Anthony Thomas,3312,5,Sneak Hook,38.65955056179776,3.051364369770747,35.01,44.63
De'Anthony Thomas,3348,4,Burst Drop,28.708878504672896,8.64869557741781,19.17,46.94
De'Anthony Thomas,3673,1,Angular Stretch,33.91193548387097,5.6651136248917755,23.92,39.23
De'Anthony Thomas,3940,5,Sneak Hook,44.597758620689646,7.0085376612124,32.44,51.63
De'Anthony Thomas,4006,2,Linear Dart,15.8072972972973,2.8646514326411925,10.17,19.07
De'Anthony Thomas,4133,3,Compact Curve,27.16798387096774,11.90626617210577,7.89,44.77
De'Anthony Thomas,4429,4,Burst Drop,19.742631578947368,11.002389198478312,4.42,32.28
De'Anthony Thomas,4604,3,Compact Curve,39.30974358974358,8.564518333988675,29.9,51.69
Demarcus Robinson,846,5,Sneak Hook,45.63456140350878,1.9723795141868612,42.9,48.28
Demarcus Robinson,3384,5,Sneak Hook,39.14182481751825,5.704167028371388,32.75,52.91
Demarcus Robinson,4227,2,Linear Dart,17.392,5.308457654221861,11.84,27.71
Demarcus Robinson,4314,0,Extended Zig,14.037818181818183,5.991848915108558,3.45,21.92
Demarcus Robinson,4429,4,Burst Drop,16.629605263157895,9.022449988309786,3.82,30.21
Demarcus Robinson,4604,0,Extended Zig,10.568717948717948,4.914923209086415,5.15,20.91
Demetrius Harris,395,1,Angular Stretch,34.65278688524591,1.6033092122207548,31.76,36.99
Demetrius Harris,748,5,Sneak Hook,47.224074074074075,6.104286851862523,35.02,54.24
Demetrius Harris,801,2,Linear Dart,16.671176470588232,4.449273744243107,12.29,25.35
Demetrius Harris,894,4,Burst Drop,17.93197368421053,9.977028090850665,0.95,28.45
Demetrius Harris,1274,3,Compact Curve,36.76408450704225,8.195313600280533,25.32,50.02
Demetrius Harris,1296,5,Sneak Hook,42.614821428571425,5.1706783166066845,34.24,49.88
Demetrius Harris,1884,1,Angular Stretch,33.10148648648648,2.0064313367959654,29.47,35.89
Demetrius Harris,2276,5,Sneak Hook,39.37316666666666,2.455382177765589,36.59,43.41
Demetrius Harris,2524,4,Burst Drop,17.124936708860766,8.36065330761726,8.71,31.38
Demetrius Harris,2712,1,Angular Stretch,28.071219512195125,1.9572020785306354,24.69,30.9
Demetrius Harris,2943,4,Burst Drop,17.205277777777777,6.125961142779107,7.12,25.5
Demetrius Harris,3222,5,Sneak Hook,44.39125,6.220544034114471,34.26,51.57
Demetrius Harris,3635,1,Angular Stretch,33.8558064516129,2.514985761767621,28.25,36.06
Demetrius Harris,3673,2,Linear Dart,15.06516129032258,2.2107484807080997,12.85,19.3
Demetrius Harris,4182,1,Angular Stretch,30.209999999999997,3.861548779228223,22.32,35.02
Demetrius Harris,4203,2,Linear Dart,15.367894736842105,3.0836155794053264,9.57,19.69
Demetrius Harris,4465,5,Sneak Hook,40.96601851851852,6.317969660364531,30.05,46.56
Demetrius Harris,4486,2,Linear Dart,21.043731343283582,2.1241537987300707,19.18,25.31
Demetrius Harris,4622,2,Linear Dart,21.30818181818182,1.6665501557071734,19.51,25.23
Demetrius Harris,4660,2,Linear Dart,16.10547169811321,1.9599832171381353,13.85,19.39
Demetrius Harris,4721,2,Linear Dart,22.63344827586207,1.7135439699581059,19.75,25.03
Dion Lewis,1464,0,Extended Zig,12.107792207792206,4.650730042783431,7.01,18.83
Dion Lewis,1840,4,Burst Drop,18.380735294117645,7.073035648352974,7.19,26.5
Dion Lewis,2690,0,Extended Zig,14.91152777777778,4.516478981254898,9.36,21.55
Dion Lewis,2807,5,Sneak Hook,46.109333333333325,7.1083917230896105,32.7,52.95
Dion Lewis,2900,1,Angular Stretch,31.250945945945947,2.6116305194363028,27.27,34.91
Dwayne Allen,68,0,Extended Zig,8.581917808219178,7.672662315451081,-0.49,23.24
Dwayne Allen,309,2,Linear Dart,23.769830508474573,2.5489615642489367,19.1,26.32
Dwayne Allen,427,1,Angular Stretch,34.78627118644068,5.120588187316477,28.72,42.67
Dwayne Allen,516,2,Linear Dart,19.286153846153844,2.8414873907367557,15.76,23.49
Dwayne Allen,1355,0,Extended Zig,11.598939393939393,7.449589195260708,2.43,23.52
Dwayne Allen,1376,0,Extended Zig,11.035,4.056913411520072,6.25,17.64
Dwayne Allen,1488,5,Sneak Hook,39.046375,5.718103541330377,28.5,45.28
Dwayne Allen,1509,1,Angular Stretch,32.1725,4.2035232883516045,24.77,37.57
Dwayne Allen,1551,1,Angular Stretch,27.497272727272723,5.181011643771182,20.78,34.39
Dwayne Allen,1840,4,Burst Drop,24.675882352941176,9.160513123839818,10.02,35.84
Dwayne Allen,1862,2,Linear Dart,18.9512,3.315829090891145,10.47,21.98
Dwayne Allen,2591,5,Sneak Hook,45.34493827160493,4.762321283632099,35.7,50.71
Dwayne Allen,2829,2,Linear Dart,20.1384,1.2890079286024587,18.96,22.53
Dwayne Allen,2943,1,Angular Stretch,30.147222222222226,2.892070203457792,23.46,34.16
Dwayne Allen,3874,1,Angular Stretch,30.762419354838713,3.0354426182449323,26.64,34.76
Dwayne Allen,4046,1,Angular Stretch,25.963384615384612,5.419066418865063,19.22,34.56
Dwayne Allen,4604,1,Angular Stretch,30.38038461538461,4.7922430491174595,25.49,40.54
James White,160,0,Extended Zig,6.156666666666666,1.4497869575293545,4.27,8.77
James White,189,0,Extended Zig,14.623200000000002,5.827019286050115,5.6,23.64
James White,210,5,Sneak Hook,36.55936507936507,6.4566593831893115,27.02,45.66
James White,449,2,Linear Dart,14.551764705882352,1.2511072835024006,12.34,16.9
James White,473,1,Angular Stretch,26.88603773584906,3.1824301498938454,21.28,29.97
James White,1156,0,Extended Zig,11.04561403508772,9.104720390813258,-2.07,23.74
James White,1397,0,Extended Zig,13.939374999999998,3.855061395020188,9.09,21.2
James White,1464,5,Sneak Hook,36.696623376623364,6.204025214177875,29.01,44.61
James White,1862,5,Sneak Hook,40.1304,5.651925675378259,32.38,47.79
James White,2613,2,Linear Dart,21.102857142857143,5.39550775410867,14.76,32.66
James White,2690,3,Compact Curve,37.3425,8.164564823063136,26.94,49.51
James White,2850,1,Angular Stretch,27.554901960784314,2.3429455003988657,24.87,32.5
James White,2874,1,Angular Stretch,29.314477611940298,1.2309203977585952,27.5,30.79
James White,3081,5,Sneak Hook,41.04259740259741,7.3317660391954504,31.78,50.28
James White,3409,5,Sneak Hook,43.0379012345679,6.899082550573526,32.53,51.41
James White,3465,1,Angular Stretch,31.55109375,1.8762180353602131,29.1,33.77
James White,3486,5,Sneak Hook,37.25719999999999,4.806210582153055,29.78,43.85
James White,3528,1,Angular Stretch,30.093424657534243,2.4303870931202924,27.03,33.54
James White,3776,0,Extended Zig,10.329764705882354,5.332062392395778,3.71,20.61
James White,3800,5,Sneak Hook,37.38924528301887,5.30820967901985,29.18,44.53
James White,3846,3,Compact Curve,33.43348484848485,6.8204068776754925,21.35,40.15
James White,4006,1,Angular Stretch,36.7027027027027,3.160466651011343,32.47,40.8
James White,4067,0,Extended Zig,13.983620689655172,5.506658883844197,6.05,20.85
James White,4089,2,Linear Dart,16.3493,3.077204658452213,10.19,20.52
James White,4111,0,Extended Zig,14.524499999999998,4.20257993181966,8.81,20.93
James White,4381,2,Linear Dart,18.394875000000003,1.5998953041918087,15.51,21.29
James White,4407,0,Extended Zig,11.353589743589744,6.3220967745330725,4.45,21.08
James White,4544,4,Burst Drop,15.98079365079365,6.422826678707872,8.67,26.57
James White,4582,1,Angular Stretch,31.21,5.912007988960982,24.76,42.29
Jehu Chesson,1336,3,Compact Curve,26.405333333333335,10.330443725007923,11.11,44.09
Jehu Chesson,1776,4,Burst Drop,20.48807692307692,11.70363183908534,5.09,33.78
Jehu Chesson,2572,4,Burst Drop,21.344999999999995,9.960656804365813,9.73,34.83
Jehu Chesson,3029,2,Linear Dart,19.273506493506492,7.0151118450107255,11.41,31.38
Jehu Chesson,3312,0,Extended Zig,5.625168539325843,2.6230067284391767,2.3,11.17
Jehu Chesson,3348,2,Linear Dart,16.494579439252337,4.133470466104324,11.75,23.25
Jehu Chesson,3384,2,Linear Dart,24.801021897810216,6.6870778845888275,11.81,35.93
Jehu Chesson,4006,5,Sneak Hook,43.296621621621625,2.496837609060507,39.26,46.33
Kareem Hunt,395,2,Linear Dart,20.724754098360656,5.196958318016849,15.13,29.84
Kareem Hunt,680,2,Linear Dart,20.860727272727274,2.3451837334847885,18.91,25.4
Kareem Hunt,724,0,Extended Zig,10.677837837837837,7.880097624287279,2.45,25.51
Kareem Hunt,748,3,Compact Curve,37.556790123456786,7.818539351945933,29.88,51.83
Kareem Hunt,777,5,Sneak Hook,44.868166666666674,8.039422759474435,32.61,55.54
Kareem Hunt,801,2,Linear Dart,23.183235294117647,3.5148351317608353,18.9,29.88
Kareem Hunt,870,0,Extended Zig,8.406756756756758,6.638129846557058,1.84,21.41
Kareem Hunt,894,1,Angular Stretch,28.1475,4.176410926104399,21.76,34.01
Kareem Hunt,1296,5,Sneak Hook,43.76357142857143,7.290957077232099,32.22,53.45
Kareem Hunt,1664,3,Compact Curve,41.91854838709677,10.51254440315492,27.26,58.41
Kareem Hunt,1690,5,Sneak Hook,45.204354838709676,7.870443816843462,32.14,54.73
Kareem Hunt,1955,3,Compact Curve,39.54553846153846,11.861994388124845,20.99,54.61
Kareem Hunt,1993,5,Sneak Hook,36.78782051282051,5.707132659975023,26.82,44.17
Kareem Hunt,2034,1,Angular Stretch,32.46777777777778,2.601502889475739,27.64,35.65
Kareem Hunt,2058,0,Extended Zig,12.907402597402598,4.838207085166394,6.04,21.12
Kareem Hunt,2317,4,Burst Drop,18.409473684210525,9.647903948536422,3.48,31.62
Kareem Hunt,2430,1,Angular Stretch,30.394925373134328,1.8276698917574805,26.24,32.62
Kareem Hunt,2495,1,Angular Stretch,34.24969696969697,6.501911522277596,22.05,42.29
Kareem Hunt,2524,3,Compact Curve,37.65189873417722,7.970048691296934,23.62,45.05
Kareem Hunt,2756,2,Linear Dart,20.10359223300971,4.84091479246442,12.31,26.89
Kareem Hunt,3222,5,Sneak Hook,43.214285714285715,6.030204881956114,32.68,49.67
Kareem Hunt,3635,1,Angular Stretch,28.441935483870967,2.314354113695569,23.47,31.02
Kareem Hunt,3673,0,Extended Zig,11.71564516129032,5.110974788965832,6.12,21.36
Kareem Hunt,3725,2,Linear Dart,17.426111111111112,4.989351036500849,8.57,23.61
Kareem Hunt,3897,5,Sneak Hook,36.507407407407406,5.703220397993863,30.25,45.91
Kareem Hunt,3919,5,Sneak Hook,40.1546,4.520243449196071,32.06,44.7
Kareem Hunt,4158,1,Angular Stretch,26.355671641791048,3.8406059938040475,19.49,31.69
Kareem Hunt,4182,4,Burst Drop,16.501282051282054,9.042385854744758,2.11,27.21
Kareem Hunt,4203,0,Extended Zig,8.615921052631577,6.824935738589233,0.8,21.32
Kareem Hunt,4314,4,Burst Drop,11.65309090909091,10.052760068346183,-4.03,25.71
Kareem Hunt,4465,5,Sneak Hook,46.11148148148149,9.48520454247667,26.51,54.1
Kareem Hunt,4622,2,Linear Dart,23.28,3.7745183919155947,19.36,29.77
Kareem Hunt,4660,2,Linear Dart,18.04056603773585,3.223960072259861,13.16,23.77
Kareem Hunt,4721,2,Linear Dart,24.792586206896548,2.183032184469675,21.32,27.87
Mike Gillislee,309,1,Angular Stretch,33.43847457627118,5.67386808350482,23.91,39.38
Mike Gillislee,1025,2,Linear Dart,18.346164383561643,5.231251357705783,11.68,25.47
Mike Gillislee,1049,0,Extended Zig,11.756265060240963,6.165528873599478,5.57,24.35
Mike Gillislee,1077,1,Angular Stretch,26.38013698630137,3.4762743768118463,20.04,30.93
Mike Gillislee,1355,5,Sneak Hook,40.19348484848485,5.4962647074735145,30.07,45.69
